Dependents,tenure,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Yes,72,DSL,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.35,5237.4,No
Yes,37,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,1525.35,No
No,35,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.35,3726.15,No
No,36,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,3366.05,No
Yes,57,DSL,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,5012.35,No
No,3,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,Yes
No,72,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,No
No,62,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,5150.55,No
No,44,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,No
No,55,DSL,Yes,No,No,No,One year,No,Credit card (automatic),60.0,3316.1,No
No,67,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,Yes
Yes,24,DSL,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,84.8,1990.5,No
Yes,11,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.6,346.45,No
No,66,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No
No,18,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.8526320794523,1146.652431452436,Yes
No,10,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.60079366356399,524.883479260263,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25725187216302,101.25725187216302,Yes
No,6,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.02158714207727,505.4837019195293,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.9042377685986,306.36338620774023,Yes
No,36,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.74255370524219,3625.4904670999267,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.47398011079942,1159.0034067589904,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.66204238979617,78.66204238979617,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.009037389828038,20.009037389828038,Yes
No,10,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.4480908159104,852.9559253450602,Yes
No,47,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.76485481378657,4245.071465482202,Yes
No,10,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.382236601906335,614.6129083867089,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.49685825584537,74.49685825584537,Yes
Yes,11,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.350623585803106,223.3097942693128,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.26234731186302,148.97469462372607,Yes
No,21,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.58946064040357,1238.861409545856,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.20381490613636,1160.5614149949777,Yes
No,1,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.96246635688543,79.96246635688543,Yes
No,47,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.19026720723636,5121.088861982056,Yes
Yes,35,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.42269990913512,3362.0372988585386,Yes
No,2,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9817920372761,177.5797489758504,Yes
Yes,4,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.00774805479416,389.0428469771414,Yes
No,3,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.9093213884741,272.4453737162876,Yes
No,30,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.65679152634448,2173.393403202691,Yes
No,10,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.4257553331229,1060.2,Yes
No,44,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.95863420787668,4017.250634183772,Yes
No,68,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.08938902800702,7263.186397523571,Yes
No,27,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.87452963430331,853.0791056143869,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.46496570921576,236.70550634402088,Yes
No,6,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.99484422913396,521.3440652754105,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.622257907563586,43.622257907563586,Yes
No,3,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,25.279121132910362,69.8786671072066,Yes
No,21,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.69792916478858,1919.8251693421528,Yes
No,12,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.76592377293463,910.661726589324,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.95764104450137,162.99535025132053,Yes
No,41,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.24351227474373,2497.2184441215495,Yes
No,44,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9878559412392,4430.711649490394,Yes
No,10,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.64246691226084,327.54542212422166,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,46.028615464145346,46.028615464145346,Yes
No,15,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.51534839933713,1340.2347522567823,Yes
No,12,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.45999252039576,1055.489349713051,Yes
No,22,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.4166180453444,1721.6058407050805,Yes
No,14,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.40738282822765,1380.4203110196058,Yes
No,14,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.208072310415,1266.3333890652466,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.10956664427198,333.1908223898848,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.98034298086532,73.98034298086532,Yes
No,43,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.75267285554058,3922.0725042539943,Yes
No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.28834150446636,167.01043637711206,Yes
No,16,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.41574998976361,1519.54115536197,Yes
No,27,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.43027508476658,2069.1361089179404,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.64079734694843,69.64079734694843,Yes
No,5,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.781698503454734,264.9378379367238,Yes
No,6,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.83673117428665,467.89534273794686,Yes
No,5,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.93782489281276,455.27299429419077,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.06395666311269,90.06395666311269,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.855041928746278,19.855041928746278,Yes
No,16,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.08086898576715,823.1200790402844,Yes
No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.634301230043448,31.8107023877314,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.82408420002375,96.82408420002375,Yes
No,1,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.29001967047523,81.29001967047523,Yes
No,40,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.66088901072459,4095.5148627501476,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.07414176791661,85.07414176791661,Yes
No,32,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.74196938901005,2426.6875006914834,Yes
No,5,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.22794777576519,424.01815975991076,Yes
No,21,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.70366787748898,1999.762518845295,Yes
No,33,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.7168043629069,2171.7198933125205,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.50287036483691,83.50287036483691,Yes
No,55,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.46149056290948,3567.0405278269823,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.33485916118968,82.33485916118968,Yes
No,8,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.21355706597139,176.01276975254729,Yes
No,1,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.98311079211166,55.98311079211166,Yes
No,67,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.99439941695762,4789.596497345709,Yes
No,43,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.89288604467784,4411.942404814566,Yes
No,6,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.43090641550288,303.9460115857469,Yes
No,45,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,30.322888139725407,1370.7616389920336,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.36324338332115,79.36324338332115,Yes
No,4,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.35149900428397,304.64851081931766,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.144632267697823,20.144632267697823,Yes
No,56,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.86862210387508,4665.2464237870945,Yes
No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.16671239886135,1374.451164734351,Yes
No,22,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.00171614966116,1690.6175036332215,Yes
No,25,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.29920489377173,2444.5889947151554,Yes
No,7,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.56310299354637,546.1743735481065,Yes
No,16,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.0084513002138,1149.2978424031,Yes
No,25,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.13117420514152,1173.5961804641877,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.43981105211525,84.43981105211525,Yes
No,7,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.19639249292987,507.97305306066903,Yes
No,3,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.17135612495777,287.78260378917395,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.43968103272447,265.3454954732422,Yes
No,7,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.48923278712584,521.7896162348296,Yes
No,10,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.24201732641274,832.8730633475157,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.33968418928874,51.33968418928874,Yes
No,17,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.91479554438077,729.1468659266448,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.83516869772109,1128.8483082192552,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,76.06972486083116,76.06972486083116,Yes
No,65,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.04191633899603,6800.128520153198,Yes
No,1,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.416703534999876,59.416703534999876,Yes
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.00076944091417,72.00076944091417,Yes
No,16,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.50689156857895,1390.2973084982796,Yes
No,3,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),35.892783142665024,100.49804565948675,Yes
No,4,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.05569538423202,389.47344335226154,Yes
No,7,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.05219815200562,550.1296909683315,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,70.39117216126495,280.553311360006,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.80255973036127,79.80255973036127,Yes
No,25,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.14837092322213,1926.4241559056122,Yes
No,9,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.73028403548666,401.04662243842307,Yes
No,12,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.75610368522135,521.8619230479818,Yes
No,5,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.68941496447883,419.69249555943776,Yes
No,1,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,34.07131547208107,58.03011685522275,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.25415936767646,70.25415936767646,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.29713406174781,151.14120517241622,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.599633433762726,20.599633433762726,Yes
No,5,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.78373098117945,475.86809763846986,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.33270840535682,20.33270840535682,Yes
No,7,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.28365274579447,675.1399176202214,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.51269637060442,217.38161341841885,Yes
No,41,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.70679899967692,3787.984119262174,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.36694860364435,78.36694860364435,Yes
No,32,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.84854783129816,2403.1810523565046,Yes
No,44,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.02957729171953,4353.659507206051,Yes
No,25,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,98.44142760240213,2514.3987856096455,Yes
No,12,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.60625684766116,1061.1299528105226,Yes
No,6,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.953746131087044,329.9378881670617,Yes
Yes,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.49854933281927,93.49854933281927,Yes
No,15,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.38011677137212,1260.4108875239851,Yes
No,14,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.78182615782683,1025.1058146472442,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,35.20502153438043,35.20502153438043,Yes
No,7,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.26132564520899,361.4367435479101,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.10972803917244,70.10972803917244,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.59007295657341,168.52912078366043,Yes
No,31,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.62831243455489,2862.419712727917,Yes
No,20,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8389832824371,1797.1453604831454,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.28104629997894,45.28104629997894,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.020573654745,242.80585372204473,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.11779895142058,1234.5860528015323,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.87148405565382,44.87148405565382,Yes
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.3711734142209,69.3711734142209,Yes
No,15,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.37756022023743,1454.4348553952113,Yes
No,23,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.56366789636571,2239.382317296088,Yes
No,15,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.91956598466493,899.3813608559055,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.483423831869604,19.483423831869604,Yes
Yes,26,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.2179636029984,2744.9424463883265,Yes
No,11,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.8551474893481,424.83206772303333,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,70.71829224470086,70.71829224470086,Yes
No,7,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.831044169754563,150.48891619300903,Yes
No,9,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.78588060122671,753.5431839672879,Yes
No,69,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.32532427077254,6437.101888554821,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.416409637680463,32.57886768132733,Yes
No,5,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.92460660246579,452.59984867963925,Yes
No,19,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.81382588661076,1171.9666484416182,Yes
No,13,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.86489562168968,1231.1487915434113,Yes
No,3,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.94049785356381,252.86242294155383,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.41671151564682,251.33561767374346,Yes
No,24,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.7024909525473,2407.3145418997424,Yes
No,8,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.68344333432822,163.76156231731565,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4612543808599,326.08198716543825,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.51318720799411,19.51318720799411,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.58160396941446,94.58160396941446,Yes
No,10,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.25966460284388,952.1317574511935,Yes
No,24,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.63634990735565,2291.484006858216,Yes
No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.08851426654556,1233.3652771616917,Yes
No,10,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.84029657154657,1061.5857102292518,Yes
No,33,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.88137070950974,2631.459555491901,Yes
No,3,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.5140638643864,267.9681451929188,Yes
No,12,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.35554460573984,720.8452301987284,Yes
No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.55831945802534,1359.8553955795783,Yes
No,4,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.322447088330456,92.62687507638587,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.851060159867735,49.851060159867735,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.50108358163753,74.50108358163753,Yes
No,39,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.15926982153381,3707.610435154234,Yes
No,66,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.28239853521968,6137.604417589117,Yes
No,53,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.23574961826804,5293.254614161994,Yes
No,5,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.34819212337612,413.0417155618047,Yes
No,28,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.03652506436534,2960.811036536141,Yes
No,5,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.344067924511535,125.23433962033593,Yes
No,35,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.523172837247365,1876.4289902613384,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.4625490996177,49.4625490996177,Yes
No,9,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.610044219696334,538.2082202312514,Yes
No,3,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,55.318386713358365,164.24369807909042,Yes
No,40,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35683124270736,4081.8149558299046,Yes
No,19,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,103.17586142495557,1929.200312040566,Yes
No,1,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.78945885372721,55.78945885372721,Yes
No,23,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.52829047258585,1822.2720671077595,Yes
No,17,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.163347997241594,382.3873697488292,Yes
No,22,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.90566916743359,1709.0112629794353,Yes
No,27,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.46317285292375,2273.871263892463,Yes
No,12,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.00313383877537,920.7222436160567,Yes
No,40,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.7869323774594,3186.6084482132133,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,47.288934268170635,47.288934268170635,Yes
No,41,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.61515417576265,4207.3471302141725,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.73739949221815,73.73739949221815,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,45.72715760463435,45.72715760463435,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.46464591772231,95.46464591772231,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.51683152099149,81.51683152099149,Yes
No,55,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5198800392039,5890.49140246107,Yes
No,16,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.66504508434852,1556.0860230581113,Yes
No,13,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.58625190186147,999.1293452239427,Yes
No,5,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.953006974042868,114.5460675980453,Yes
